T,Eye0_fr,Eye1_fr,Scene_fr,L_gv_1,L_gv_2,L_gv_3,R_gv_1,R_gv_2,R_gv_3,Confidence,POR_1,POR_2,L_pd,R_pd
535433.7639735,NaN,NaN,1,-0.422905926104029,-0.282275392052132,0.861087208538084,0.67161936078726,-0.230915490214472,0.703992521689487,1,589.222448286672,967.727332526206,10.6109297456581,3.5565280022011
535433.7681735,NaN,NaN,1,-0.422905926104029,-0.282275392052132,0.861087208538084,0.671941042287557,-0.231080016970689,0.703631481278615,1,589.326189089943,968.167276683537,9.56453909379886,3.64182977359738
535433.7723735,NaN,NaN,1,-0.422940568207546,-0.282268195165335,0.861072553134974,0.671941042287557,-0.231080016970689,0.703631481278615,1,589.349139934135,968.113688152569,8.65728324177345,3.71859883198565
535433.7765735,NaN,NaN,1,-0.422940568207546,-0.282268195165335,0.861072553134974,0.671919688937896,-0.230675657780403,0.703784535582575,1,589.728924653146,968.087402891258,7.87936217507008,3.78726393457745
535433.7807735,NaN,NaN,1,-0.422486924910453,-0.281963824534827,0.861394915200573,0.671919688937896,-0.230675657780403,0.703784535582575,1,589.820137460079,968.791334786092,7.22097580207862,3.8482538450743
535433.7849735,NaN,NaN,1,-0.422486924910453,-0.281963824534827,0.861394915200573,0.671931499162058,-0.230759658309465,0.703745721500834,1,589.747410348162,968.806953275404,6.67232404444194,3.9019973263268
535433.7891735,NaN,NaN,1,-0.422317206619021,-0.282102715174406,0.861432664277792,0.671931499162058,-0.230759658309465,0.703745721500834,1,589.533184053426,969.068259358178,6.22360687891185,3.94892313561273
535433.7933735,NaN,NaN,1,-0.422317206619021,-0.282102715174406,0.861432664277792,0.67208463729186,-0.230943938009381,0.703539009446519,1,589.478680989654,969.277459518698,5.86502419079622,3.98946003960808
535433.7975735,NaN,NaN,2,-0.422361273964562,-0.282377107023082,0.861321150143376,0.67208463729186,-0.230943938009381,0.703539009446519,1,589.229062805112,969.207481769172,5.58677594225471,4.0240367970195
535433.8017735,NaN,NaN,2,-0.422361273964562,-0.282377107023082,0.861321150143376,0.67209102718403,-0.230996468768629,0.703515659097323,1,589.182712610928,969.215906113975,5.37906207763333,4.05308216787526
535433.8059735,NaN,NaN,2,-0.42202497151638,-0.282369838072849,0.861488362059124,0.67209102718403,-0.230996468768629,0.703515659097323,1,589.035972612581,969.73552549887,5.23208250896042,4.07702491686891
535433.8101735,NaN,NaN,2,-0.42202497151638,-0.282369838072849,0.861488362059124,0.672136562822828,-0.230814379134385,0.703531920598863,1,589.252468474457,969.799401890777,5.13603718626733,4.09629380326069
